plasmid_id	inc_type	length_bp	pLIN	bin_A	bin_B	bin_C	bin_D	bin_E	bin_F
RefSeq_NZ_JALEBJ010000046.1	IncFII	22547	1.1.1.7.30.99	1	1	1	7	30	99
RefSeq_NZ_JALEBL010000025.1	IncFII	25558	1.1.1.7.30.135	1	1	1	7	30	135
RefSeq_NZ_JALIEF010000045.1	IncFII	10711	1.1.1.7.21.32	1	1	1	7	21	32
RefSeq_NZ_JALIEG010000027.1	IncFII	42501	1.1.1.7.30.1842	1	1	1	7	30	1842
RefSeq_NZ_JALIEH010000029.1	IncFII	20997	1.1.1.7.30.92	1	1	1	7	30	92
RefSeq_NZ_JALIEH010000038.1	IncFII	8138	1.1.1.7.46.2196	1	1	1	7	46	2196
RefSeq_NZ_JALJAY010000048.1	IncFII	59365	1.1.1.7.30.765	1	1	1	7	30	765
RefSeq_NZ_JALJQH010000008.1	IncFII	175550	1.1.1.7.30.1158	1	1	1	7	30	1158
RefSeq_NZ_JALJQN010000003.1	IncFII	126166	1.1.1.7.30.1166	1	1	1	7	30	1166
RefSeq_NZ_JALJQO010000003.1	IncFII	136332	1.1.1.7.30.1346	1	1	1	7	30	1346
RefSeq_NZ_JALJQO010000007.1	IncFII	80303	1.1.1.7.30.1104	1	1	1	7	30	1104
RefSeq_NZ_JAMOLP010000006.1	IncFII	200058	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_JAMOLQ010000002.1	IncFII	255873	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_JAMOLS010000003.1	IncFII	190821	1.1.1.7.30.1336	1	1	1	7	30	1336
RefSeq_NZ_JAMSHK010000049.1	IncFII	13710	1.1.1.7.55.2205	1	1	1	7	55	2205
RefSeq_NZ_JAMSKU010000005.1	IncFII	150096	1.1.1.7.30.1313	1	1	1	7	30	1313
RefSeq_NZ_JAMSKU010000006.1	IncFII	87095	1.1.1.7.30.1135	1	1	1	7	30	1135
RefSeq_NZ_JAMYCU010000052.1	IncFII	44900	1.1.1.7.30.309	1	1	1	7	30	309
RefSeq_NZ_JAMYCV010000048.1	IncFII	44492	1.1.1.7.30.309	1	1	1	7	30	309
RefSeq_NZ_JAMYCW010000045.1	IncFII	44492	1.1.1.7.30.309	1	1	1	7	30	309
RefSeq_NZ_JAMYCX010000078.1	IncFII	44900	1.1.1.7.30.2078	1	1	1	7	30	2078
RefSeq_NZ_JAMYCY010000042.1	IncFII	48242	1.1.1.7.30.309	1	1	1	7	30	309
RefSeq_NZ_JAMYCZ010000050.1	IncFII	44492	1.1.1.7.30.309	1	1	1	7	30	309
RefSeq_NZ_JAMYDH010000391.1	IncFII	29423	1.1.1.7.30.2143	1	1	1	7	30	2143
RefSeq_NZ_JAMYDH010000427.1	IncFII	30554	1.1.1.7.30.394	1	1	1	7	30	394
RefSeq_NZ_JAMYDI010000084.1	IncFII	27045	1.1.1.7.30.2077	1	1	1	7	30	2077
RefSeq_NZ_JANCTJ010000011.1	IncFII	139495	1.1.1.7.30.1235	1	1	1	7	30	1235
RefSeq_NZ_JANFCT010000099.1	IncFII	7857	1.1.1.7.17.26	1	1	1	7	17	26
RefSeq_NZ_JANHOY010000002.1	IncFII	123551	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_JANPXL010000002.1	IncFII	198567	1.1.1.7.30.1199	1	1	1	7	30	1199
RefSeq_NZ_JANPXL010000004.1	IncFII	85665	1.1.1.7.30.1099	1	1	1	7	30	1099
RefSeq_NZ_JANPXM010000003.1	IncFII	135691	1.1.1.7.30.1313	1	1	1	7	30	1313
RefSeq_NZ_JANPXN010000003.1	IncFII	116229	1.1.1.7.30.1316	1	1	1	7	30	1316
RefSeq_NZ_JANPXO010000003.1	IncFII	128020	1.1.1.7.30.1313	1	1	1	7	30	1313
RefSeq_NZ_JANPXO010000004.1	IncFII	85665	1.1.1.7.30.1135	1	1	1	7	30	1135
RefSeq_NZ_JANPXP010000002.1	IncFII	101046	1.1.1.7.30.1248	1	1	1	7	30	1248
RefSeq_NZ_JANPYK010000002.1	IncFII	135131	1.1.1.7.30.960	1	1	1	7	30	960
RefSeq_NZ_JANPYK010000003.1	IncFII	54799	1.1.1.7.30.1839	1	1	1	7	30	1839
RefSeq_NZ_JANTIB010000019.1	IncFII	44914	1.1.1.7.30.529	1	1	1	7	30	529
RefSeq_NZ_JANVCW010000005.1	IncFII	149911	1.1.1.7.30.1330	1	1	1	7	30	1330
RefSeq_NZ_JANVCW010000012.1	IncFII	99155	1.1.1.7.30.1135	1	1	1	7	30	1135
RefSeq_NZ_JANVCX010000004.1	IncFII	113705	1.1.1.7.30.1271	1	1	1	7	30	1271
RefSeq_NZ_JAOCPZ010000055.1	IncFII	4659	1.1.1.10.72.2222	1	1	1	10	72	2222
RefSeq_NZ_JAODHS010000007.1	IncFII	67262	1.1.1.7.30.1313	1	1	1	7	30	1313
RefSeq_NZ_JAOTNQ010000057.1	IncFII	4720	1.1.1.7.11.15	1	1	1	7	11	15
RefSeq_NZ_JAOVSH010000006.1	IncFII	80896	1.1.1.7.30.1324	1	1	1	7	30	1324
RefSeq_NZ_JAOVSH010000010.1	IncFII	112567	1.1.1.7.30.1552	1	1	1	7	30	1552
RefSeq_NZ_JAOVSI010000007.1	IncFII	95828	1.1.1.7.30.1248	1	1	1	7	30	1248
RefSeq_NZ_JAPHQK010000008.1	IncFII	161344	1.1.1.7.30.334	1	1	1	7	30	334
RefSeq_NZ_JAPJBP010000003.1	IncFII	89917	1.1.1.7.30.1587	1	1	1	7	30	1587
RefSeq_NZ_JAPJBP010000004.1	IncFII	109814	1.1.1.7.30.887	1	1	1	7	30	887
RefSeq_NZ_JAPQEX020000002.1	IncFII	118459	1.1.1.7.30.1743	1	1	1	7	30	1743
RefSeq_NZ_JAPQEX020000004.1	IncFII	66761	1.1.1.7.30.1888	1	1	1	7	30	1888
RefSeq_NZ_JAPQEX020000007.1	IncFII	44051	1.1.1.7.30.2024	1	1	1	7	30	2024
RefSeq_NZ_JAPQLD010000002.1	IncFII	93924	1.1.1.7.30.862	1	1	1	7	30	862
RefSeq_NZ_JAPWIZ010000025.1	IncFII	47821	1.1.1.7.30.393	1	1	1	7	30	393
RefSeq_NZ_JAPZBA010000025.1	IncFII	54883	1.1.1.7.30.718	1	1	1	7	30	718
RefSeq_NZ_JAPZBA010000036.1	IncFII	19616	1.1.1.7.30.2133	1	1	1	7	30	2133
RefSeq_NZ_JAPZDR010000002.1	IncFII	166362	1.1.1.7.30.1336	1	1	1	7	30	1336
RefSeq_NZ_JAPZPX010000029.1	IncFII	38891	1.1.1.7.30.721	1	1	1	7	30	721
RefSeq_NZ_JAQGEE010000002.1	IncFII	191544	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_JAQHXX010000019.1	IncFII	47929	1.1.1.7.30.304	1	1	1	7	30	304
RefSeq_NZ_JAQIIP010000001.1	IncFII	115791	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_JAQLSH010000476.1	IncFII	187649	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_JAQLSH010000478.1	IncFII	144585	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_JAQMUK010000004.1	IncFII	87036	1.1.1.7.30.958	1	1	1	7	30	958
RefSeq_NZ_JAQMUL010000005.1	IncFII	86250	1.1.1.7.30.958	1	1	1	7	30	958
RefSeq_NZ_JAQMUU010000004.1	IncFII	101631	1.1.1.7.30.1538	1	1	1	7	30	1538
RefSeq_NZ_JAQMUV010000008.1	IncFII	99672	1.1.1.7.30.958	1	1	1	7	30	958
RefSeq_NZ_JAQMVF010000003.1	IncFII	86642	1.1.1.7.30.958	1	1	1	7	30	958
RefSeq_NZ_JAQMVG010000002.1	IncFII	89809	1.1.1.7.30.958	1	1	1	7	30	958
RefSeq_NZ_JAQMVH010000002.1	IncFII	94370	1.1.1.7.30.958	1	1	1	7	30	958
RefSeq_NZ_JAQMVI010000003.1	IncFII	116352	1.1.1.7.30.958	1	1	1	7	30	958
RefSeq_NZ_JAQSHN010000054.1	IncFII	21580	1.1.1.7.30.1887	1	1	1	7	30	1887
RefSeq_NZ_JAQSHN010000076.1	IncFII	9153	1.1.1.7.48.2198	1	1	1	7	48	2198
RefSeq_NZ_JARBGB020000029.1	IncFII	63045	1.1.1.7.30.1009	1	1	1	7	30	1009
RefSeq_NZ_JARDAH010000026.1	IncFII	47703	1.1.1.7.30.304	1	1	1	7	30	304
RefSeq_NZ_JARDRR010000013.1	IncFII	101947	1.1.1.7.30.1531	1	1	1	7	30	1531
RefSeq_NZ_JARDVW010000003.1	IncFII	69528	1.1.1.7.30.1709	1	1	1	7	30	1709
RefSeq_NZ_JARGDG010000097.1	IncFII	14341	1.1.1.7.26.46	1	1	1	7	26	46
RefSeq_NZ_JARKNK010000038.1	IncFII	97716	1.1.1.7.30.1564	1	1	1	7	30	1564
RefSeq_NZ_JARQZG010000021.1	IncFII	55007	1.1.1.7.30.718	1	1	1	7	30	718
RefSeq_NZ_JARRAP010000080.1	IncFII	79949	1.1.1.7.30.462	1	1	1	7	30	462
RefSeq_NZ_JARRAS010000102.1	IncFII	42722	1.1.1.7.30.331	1	1	1	7	30	331
RefSeq_NZ_JARRAT010000084.1	IncFII	42747	1.1.1.7.30.331	1	1	1	7	30	331
RefSeq_NZ_JARVRB010000001.1	IncFII	247863	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_JARWAY010000074.1	IncFII	91738	1.1.1.7.30.862	1	1	1	7	30	862
RefSeq_NZ_JASISG010000005.1	IncFII	240731	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_JASUAW010000038.1	IncFII	80102	1.1.1.7.30.1092	1	1	1	7	30	1092
RefSeq_NZ_JAUAMG010000007.1	IncFII	75803	1.1.1.7.30.1119	1	1	1	7	30	1119
RefSeq_NZ_JAUAMI010000012.1	IncFII	116595	1.1.1.7.30.1742	1	1	1	7	30	1742
RefSeq_NZ_JAUAML010000008.1	IncFII	75790	1.1.1.7.30.1119	1	1	1	7	30	1119
RefSeq_NZ_JAUAMR010000009.1	IncFII	102953	1.1.1.7.30.439	1	1	1	7	30	439
RefSeq_NZ_JAUANK010000005.1	IncFII	65180	1.1.1.7.30.535	1	1	1	7	30	535
RefSeq_NZ_JAUDFB010000037.1	IncFII	30757	1.1.1.7.30.87	1	1	1	7	30	87
RefSeq_NZ_JAUDFB010000045.1	IncFII	16517	1.1.1.7.30.131	1	1	1	7	30	131
RefSeq_NZ_JAUISY010000031.1	IncFII	61807	1.1.1.7.30.722	1	1	1	7	30	722
RefSeq_NZ_JAUISZ010000035.1	IncFII	16055	1.1.1.7.30.2117	1	1	1	7	30	2117
RefSeq_NZ_JAUITB010000043.1	IncFII	16080	1.1.1.7.30.131	1	1	1	7	30	131
RefSeq_NZ_JAULSG010000020.1	IncFII	80971	1.1.1.7.30.1508	1	1	1	7	30	1508
RefSeq_NZ_JAVLSI010000030.1	IncFII	55427	1.1.1.7.30.1099	1	1	1	7	30	1099
RefSeq_NZ_JAXQPQ010000014.1	IncFII	53004	1.1.1.7.30.1847	1	1	1	7	30	1847
RefSeq_NZ_JAZBHI010000022.1	IncFII	116052	1.1.1.7.30.1391	1	1	1	7	30	1391
RefSeq_NZ_JAZBHJ010000015.1	IncFII	128635	1.1.1.7.30.1383	1	1	1	7	30	1383
RefSeq_NZ_JAZBHJ010000016.1	IncFII	177956	1.1.1.7.30.1251	1	1	1	7	30	1251
RefSeq_NZ_JAZDCS010000008.1	IncFII	117017	1.1.1.7.30.1411	1	1	1	7	30	1411
RefSeq_NZ_JAZDCS010000009.1	IncFII	116030	1.1.1.7.30.1543	1	1	1	7	30	1543
RefSeq_NZ_JBAFZR010000002.1	IncFII	247863	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_JDVF01000121.1	IncFII	75463	1.1.1.7.30.1504	1	1	1	7	30	1504
RefSeq_NZ_JDVF01000123.1	IncFII	43847	1.1.1.7.33.2183	1	1	1	7	33	2183
RefSeq_NZ_JNFE01000060.1	IncFII	9314	1.1.1.7.49.2199	1	1	1	7	49	2199
RefSeq_NZ_JPGS01000080.1	IncFII	22679	1.1.1.7.30.2071	1	1	1	7	30	2071
RefSeq_NZ_JPGT01000085.1	IncFII	22676	1.1.1.7.30.2039	1	1	1	7	30	2039
RefSeq_NZ_JPIQ01000057.1	IncFII	18583	1.1.1.7.30.2099	1	1	1	7	30	2099
RefSeq_NZ_JRKU01000058.1	IncFII	4722	1.1.1.7.11.15	1	1	1	7	11	15
RefSeq_NZ_JRKV01000077.1	IncFII	4722	1.1.1.7.11.15	1	1	1	7	11	15
RefSeq_NZ_JRQB01000006.1	IncFII	66684	1.1.1.7.30.1577	1	1	1	7	30	1577
RefSeq_NZ_JYFY02000008.1	IncFII	51002	1.1.1.7.30.718	1	1	1	7	30	718
RefSeq_NZ_JYFZ02000009.1	IncFII	15278	1.1.1.7.30.2169	1	1	1	7	30	2169
RefSeq_NZ_JYJW01000228.1	IncFII	7079	1.1.1.7.28.52	1	1	1	7	28	52
RefSeq_NZ_KC887916.1	IncFII	110786	1.1.1.7.30.968	1	1	1	7	30	968
RefSeq_NZ_KC887917.1	IncFII	99435	1.1.1.7.30.968	1	1	1	7	30	968
RefSeq_NZ_KJ187751.1	IncFII	31466	1.1.1.7.30.2068	1	1	1	7	30	2068
RefSeq_NZ_KJ721789.1	IncFII	169774	1.1.1.7.30.1059	1	1	1	7	30	1059
RefSeq_NZ_KJ721790.1	IncFII	113637	1.1.1.7.30.1270	1	1	1	7	30	1270
RefSeq_NZ_KJ812998.1	IncFII	110786	1.1.1.7.30.968	1	1	1	7	30	968
RefSeq_NZ_KJ958926.1	IncFII	97649	1.1.1.7.30.1237	1	1	1	7	30	1237
RefSeq_NZ_KP008371.1	IncFII	127970	1.1.1.7.30.1539	1	1	1	7	30	1539
RefSeq_NZ_KP125893.1	IncFII	133031	1.1.1.7.30.1396	1	1	1	7	30	1396
RefSeq_NZ_KP345882.1	IncFII	241963	1.1.1.7.30.216	1	1	1	7	30	216
RefSeq_NZ_KP453775.1	IncFII	267645	1.1.1.7.30.790	1	1	1	7	30	790
RefSeq_NZ_KP868646.1	IncFII	88214	1.1.1.7.30.1050	1	1	1	7	30	1050
RefSeq_NZ_KP868647.1	IncFII	109353	1.1.1.7.30.968	1	1	1	7	30	968
RefSeq_NZ_KP900016.1	IncFII	99276	1.1.1.7.30.968	1	1	1	7	30	968
RefSeq_NZ_KR351290.1	IncFII	106844	1.1.1.7.30.968	1	1	1	7	30	968
RefSeq_NZ_KR822246.1	IncFII	96124	1.1.1.7.30.1237	1	1	1	7	30	1237
RefSeq_NZ_KT203286.1	IncFII	211813	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_KT307967.1	IncFII	66624	1.1.1.7.30.69	1	1	1	7	30	69
RefSeq_NZ_KT317612.1	IncFII	59363	1.1.1.7.30.325	1	1	1	7	30	325
RefSeq_NZ_KT754160.1	IncFII	129841	1.1.1.7.30.1155	1	1	1	7	30	1155
RefSeq_NZ_KT754164.1	IncFII	111227	1.1.1.7.30.1346	1	1	1	7	30	1346
RefSeq_NZ_KT852335.1	IncFII	76980	1.1.1.7.30.1237	1	1	1	7	30	1237
RefSeq_NZ_KT852336.1	IncFII	76365	1.1.1.7.30.1237	1	1	1	7	30	1237
RefSeq_NZ_KT896504.1	IncFII	186474	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_KT988018.1	IncFII	118324	1.1.1.7.30.1346	1	1	1	7	30	1346
RefSeq_NZ_KU295132.1	IncFII	101915	1.1.1.7.30.1271	1	1	1	7	30	1271
RefSeq_NZ_KU295133.1	IncFII	115706	1.1.1.7.30.1270	1	1	1	7	30	1270
RefSeq_NZ_KU318419.1	IncFII	90351	1.1.1.7.30.715	1	1	1	7	30	715
RefSeq_NZ_KU665642.1	IncFII	111926	1.1.1.7.30.1270	1	1	1	7	30	1270
RefSeq_NZ_KX236178.1	IncFII	121348	1.1.1.7.30.1271	1	1	1	7	30	1271
RefSeq_NZ_KX608544.1	IncFII	66924	1.1.1.7.30.1313	1	1	1	7	30	1313
RefSeq_NZ_KX636095.1	IncFII	335317	1.1.1.7.30.380	1	1	1	7	30	380
RefSeq_NZ_KX683283.1	IncFII	142708	1.1.1.7.30.1022	1	1	1	7	30	1022
RefSeq_NZ_KX777254.1	IncFII	93807	1.1.1.7.30.862	1	1	1	7	30	862
RefSeq_NZ_KX786187.1	IncFII	165469	1.1.1.7.30.334	1	1	1	7	30	334
RefSeq_NZ_KX807610.1	IncFII	110983	1.1.1.7.30.528	1	1	1	7	30	528
RefSeq_NZ_KX839208.1	IncFII	187349	1.1.1.7.30.1299	1	1	1	7	30	1299
RefSeq_NZ_KX858825.1	IncFII	89970	1.1.1.7.30.1892	1	1	1	7	30	1892
RefSeq_NZ_KX912253.1	IncFII	108672	1.1.1.7.30.1889	1	1	1	7	30	1889
RefSeq_NZ_KX928752.1	IncFII	216976	1.1.1.7.30.1752	1	1	1	7	30	1752
RefSeq_NZ_KY093013.1	IncFII	134521	1.1.1.7.30.1271	1	1	1	7	30	1271
RefSeq_NZ_KY093014.1	IncFII	108772	1.1.1.7.30.1268	1	1	1	7	30	1268
RefSeq_NZ_KY174332.1	IncFII	137060	1.1.1.7.30.1271	1	1	1	7	30	1271
RefSeq_NZ_KY271403.1	IncFII	116499	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_KY271406.1	IncFII	212319	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_KY271407.1	IncFII	116325	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_KY399972.1	IncFII	88213	1.1.1.7.30.1050	1	1	1	7	30	1050
RefSeq_NZ_KY399973.1	IncFII	88213	1.1.1.7.30.1050	1	1	1	7	30	1050
RefSeq_NZ_KY399974.1	IncFII	109361	1.1.1.7.30.968	1	1	1	7	30	968
RefSeq_NZ_KY399975.1	IncFII	109325	1.1.1.7.30.968	1	1	1	7	30	968
RefSeq_NZ_KY401053.1	IncFII	269755	1.1.1.7.30.744	1	1	1	7	30	744
RefSeq_NZ_KY454639.1	IncFII	164992	1.1.1.7.30.1000	1	1	1	7	30	1000
RefSeq_NZ_KY495890.1	IncFII	147442	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_KY680213.1	IncFII	60083	1.1.1.7.30.517	1	1	1	7	30	517
RefSeq_NZ_KY706108.1	IncFII	142630	1.1.1.7.30.853	1	1	1	7	30	853
RefSeq_NZ_KY798505.1	IncFII	117903	1.1.1.7.30.1270	1	1	1	7	30	1270
RefSeq_NZ_KY798506.1	IncFII	111742	1.1.1.7.30.1270	1	1	1	7	30	1270
RefSeq_NZ_KY798507.1	IncFII	113639	1.1.1.7.30.1270	1	1	1	7	30	1270
RefSeq_NZ_KY865321.1	IncFII	92545	1.1.1.7.30.1313	1	1	1	7	30	1313
RefSeq_NZ_KY865322.1	IncFII	77822	1.1.1.7.30.1313	1	1	1	7	30	1313
RefSeq_NZ_KY940546.1	IncFII	88127	1.1.1.7.30.1043	1	1	1	7	30	1043
RefSeq_NZ_LAZA01000098.1	IncFII	46307	1.1.1.7.30.492	1	1	1	7	30	492
RefSeq_NZ_LBFJ01000081.1	IncFII	70064	1.1.1.7.30.69	1	1	1	7	30	69
RefSeq_NZ_LC467982.1	IncFII	108745	1.1.1.7.30.61	1	1	1	7	30	61
RefSeq_NZ_LC483178.1	IncFII	93836	1.1.1.7.30.1344	1	1	1	7	30	1344
RefSeq_NZ_LC492469.1	IncFII	149768	1.1.1.7.30.1162	1	1	1	7	30	1162
RefSeq_NZ_LC520268.1	IncFII	83426	1.1.1.7.30.1346	1	1	1	7	30	1346
RefSeq_NZ_LC520269.1	IncFII	126860	1.1.1.7.30.1346	1	1	1	7	30	1346
RefSeq_NZ_LC520270.1	IncFII	135670	1.1.1.7.30.1346	1	1	1	7	30	1346
RefSeq_NZ_LC520271.1	IncFII	120219	1.1.1.7.30.1346	1	1	1	7	30	1346
RefSeq_NZ_LC520272.1	IncFII	126885	1.1.1.7.30.1346	1	1	1	7	30	1346
RefSeq_NZ_LC520273.1	IncFII	126885	1.1.1.7.30.1346	1	1	1	7	30	1346
RefSeq_NZ_LC520274.1	IncFII	108694	1.1.1.7.30.1783	1	1	1	7	30	1783
RefSeq_NZ_LC520275.1	IncFII	83408	1.1.1.7.30.1346	1	1	1	7	30	1346
RefSeq_NZ_LC520276.1	IncFII	97569	1.1.1.7.30.1374	1	1	1	7	30	1374
RefSeq_NZ_LC520277.1	IncFII	95228	1.1.1.7.30.929	1	1	1	7	30	929
RefSeq_NZ_LC520278.1	IncFII	103959	1.1.1.7.30.1346	1	1	1	7	30	1346
RefSeq_NZ_LC520281.1	IncFII	135733	1.1.1.7.30.1346	1	1	1	7	30	1346
RefSeq_NZ_LC520283.1	IncFII	130479	1.1.1.7.30.1346	1	1	1	7	30	1346
RefSeq_NZ_LC520284.1	IncFII	124596	1.1.1.7.30.1346	1	1	1	7	30	1346
RefSeq_NZ_LC520285.1	IncFII	134908	1.1.1.7.30.1346	1	1	1	7	30	1346
RefSeq_NZ_LC520286.1	IncFII	117603	1.1.1.7.30.1346	1	1	1	7	30	1346
RefSeq_NZ_LC520287.1	IncFII	135628	1.1.1.7.30.1346	1	1	1	7	30	1346
RefSeq_NZ_LC520288.1	IncFII	102595	1.1.1.7.30.1343	1	1	1	7	30	1343
RefSeq_NZ_LC520289.1	IncFII	98916	1.1.1.7.30.1346	1	1	1	7	30	1346
RefSeq_NZ_LIXX01000010.1	IncFII	70381	1.1.1.7.30.69	1	1	1	7	30	69
RefSeq_NZ_LIXY01000017.1	IncFII	70307	1.1.1.7.30.69	1	1	1	7	30	69
RefSeq_NZ_LIYO01000127.1	IncFII	4118	1.1.1.5.6.7	1	1	1	5	6	7
RefSeq_NZ_LIYP01000072.1	IncFII	25733	1.1.1.7.30.100	1	1	1	7	30	100
RefSeq_NZ_LIYP01000112.1	IncFII	8862	1.1.1.7.13.18	1	1	1	7	13	18
RefSeq_NZ_LIYQ01000052.1	IncFII	32949	1.1.1.7.30.314	1	1	1	7	30	314
RefSeq_NZ_LIYQ01000115.1	IncFII	8862	1.1.1.7.13.18	1	1	1	7	13	18
RefSeq_NZ_LIYR01000128.1	IncFII	8342	1.1.1.7.13.18	1	1	1	7	13	18
RefSeq_NZ_LIYT01000122.1	IncFII	8873	1.1.1.7.13.18	1	1	1	7	13	18
RefSeq_NZ_LIYU01000110.1	IncFII	8862	1.1.1.7.28.49	1	1	1	7	28	49
RefSeq_NZ_LIYV01000122.1	IncFII	8872	1.1.1.7.28.49	1	1	1	7	28	49
RefSeq_NZ_LIYW01000173.1	IncFII	4118	1.1.1.5.6.7	1	1	1	5	6	7
RefSeq_NZ_LIYX01000139.1	IncFII	8862	1.1.1.7.13.18	1	1	1	7	13	18
RefSeq_NZ_LIYY01000127.1	IncFII	8862	1.1.1.7.13.18	1	1	1	7	13	18
RefSeq_NZ_LIZA01000142.1	IncFII	4074	1.1.1.5.6.7	1	1	1	5	6	7
RefSeq_NZ_LIZC01000137.1	IncFII	3831	1.1.1.9.71.2221	1	1	1	9	71	2221
RefSeq_NZ_LIZD01000108.1	IncFII	8497	1.1.1.7.28.49	1	1	1	7	28	49
RefSeq_NZ_LIZE01000056.1	IncFII	32950	1.1.1.7.30.314	1	1	1	7	30	314
RefSeq_NZ_LIZE01000118.1	IncFII	8862	1.1.1.7.13.18	1	1	1	7	13	18
RefSeq_NZ_LJAQ01000064.1	IncFII	8220	1.1.1.7.17.24	1	1	1	7	17	24
RefSeq_NZ_LJCB01000027.1	IncFII	49781	1.1.1.7.30.730	1	1	1	7	30	730
RefSeq_NZ_LJCC01000029.1	IncFII	49781	1.1.1.7.30.730	1	1	1	7	30	730
RefSeq_NZ_LJCD01000013.1	IncFII	151810	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_LJJU01000021.1	IncFII	8963	1.1.1.7.20.31	1	1	1	7	20	31
RefSeq_NZ_LJJV01000020.1	IncFII	8937	1.1.1.7.17.25	1	1	1	7	17	25
RefSeq_NZ_LJXE01000014.1	IncFII	7988	1.1.1.7.20.30	1	1	1	7	20	30
RefSeq_NZ_LK391770.1	IncFII	94893	1.1.1.7.30.1189	1	1	1	7	30	1189
RefSeq_NZ_LN824135.1	IncFII	118323	1.1.1.7.30.1210	1	1	1	7	30	1210
RefSeq_NZ_LN879484.1	IncFII	85310	1.1.1.7.30.527	1	1	1	7	30	527
RefSeq_NZ_LN890519.1	IncFII	98756	1.1.1.7.30.420	1	1	1	7	30	420
RefSeq_NZ_LN890521.1	IncFII	98776	1.1.1.7.30.420	1	1	1	7	30	420
RefSeq_NZ_LN890523.1	IncFII	82119	1.1.1.7.30.462	1	1	1	7	30	462
RefSeq_NZ_LN999012.1	IncFII	93844	1.1.1.7.30.862	1	1	1	7	30	862
RefSeq_NZ_LNAE01000014.1	IncFII	17270	1.1.1.7.30.102	1	1	1	7	30	102
RefSeq_NZ_LQWX02000144.1	IncFII	6317	1.1.1.7.68.2218	1	1	1	7	68	2218
RefSeq_NZ_LR025089.1	IncFII	220174	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_LR025093.1	IncFII	231732	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_LR025102.1	IncFII	94720	1.1.1.7.30.1683	1	1	1	7	30	1683
RefSeq_NZ_LR130540.1	IncFII	165705	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_LR130542.1	IncFII	202379	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_LR130546.1	IncFII	112588	1.1.1.7.30.1166	1	1	1	7	30	1166
RefSeq_NZ_LR130549.1	IncFII	207198	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_LR130556.1	IncFII	136397	1.1.1.7.30.1346	1	1	1	7	30	1346
RefSeq_NZ_LR213453.1	IncFII	82887	1.1.1.7.30.1106	1	1	1	7	30	1106
RefSeq_NZ_LR213457.1	IncFII	76615	1.1.1.7.30.1106	1	1	1	7	30	1106
RefSeq_NZ_LR595692.1	IncFII	98473	1.1.1.7.30.805	1	1	1	7	30	805
RefSeq_NZ_LR595874.1	IncFII	152153	1.1.1.7.30.1161	1	1	1	7	30	1161
RefSeq_NZ_LR595879.1	IncFII	69882	1.1.1.7.30.426	1	1	1	7	30	426
RefSeq_NZ_LR595882.1	IncFII	152153	1.1.1.7.30.1161	1	1	1	7	30	1161
RefSeq_NZ_LR595884.1	IncFII	61991	1.1.1.7.30.426	1	1	1	7	30	426
RefSeq_NZ_LR697124.1	IncFII	101540	1.1.1.7.30.968	1	1	1	7	30	968
RefSeq_NZ_LR697128.1	IncFII	110787	1.1.1.7.30.968	1	1	1	7	30	968
RefSeq_NZ_LR697129.1	IncFII	81712	1.1.1.7.30.1345	1	1	1	7	30	1345
RefSeq_NZ_LR792629.1	IncFII	160760	1.1.1.7.30.1131	1	1	1	7	30	1131
RefSeq_NZ_LR792630.1	IncFII	95086	1.1.1.7.30.1019	1	1	1	7	30	1019
RefSeq_NZ_LR878367.1	IncFII	72593	1.1.1.7.30.1106	1	1	1	7	30	1106
RefSeq_NZ_LR881464.1	IncFII	93927	1.1.1.7.30.327	1	1	1	7	30	327
RefSeq_NZ_LR882053.1	IncFII	113096	1.1.1.7.30.1611	1	1	1	7	30	1611
RefSeq_NZ_LR882059.1	IncFII	82142	1.1.1.7.30.1777	1	1	1	7	30	1777
RefSeq_NZ_LR882974.1	IncFII	86517	1.1.1.7.30.473	1	1	1	7	30	473
