plasmid_id	inc_type	inc_confidence	length_bp	pLIN	bin_A	bin_B	bin_C	bin_D	bin_E	bin_F	nn_distance	nn_training_id	source
NZ_CP036329.1	IncFII	100.0	71246	1.1.3.42.150.1434	1	1	3	42	150	1434	0.0	RefSeq_NZ_CP036329.1	reference
NZ_CP036330.1	IncFII	100.0	47429	1.1.3.42.150.24700	1	1	3	42	150	24700	0.009464	RefSeq_NZ_JAIUIZ010000022.1	reference
NZ_CP036331.1	ColRNAI	100.0	10101	1.1.3.42.57.71	1	1	3	42	57	71	0.0	NZ_CP036331.1	reference
NZ_CP036332.1	IncX1	80.0	8504	1.1.3.42.14424.24701	1	1	3	42	14424	24701	0.014426	RefSeq_NZ_CP017222.1	reference
NZ_CP036333.1	ColRNAI	100.0	7358	1.1.3.42.57.24702	1	1	3	42	57	24702	0.007123	NZ_CP036197.1	reference
NZ_CP036334.1	IncHI2	38.3	4994	1.1.3.8978.14425.24703	1	1	3	8978	14425	24703	0.031049	NZ_CP027041.1	reference
NZ_CP036336.1	IncHI1	44.1	242563	1.1.3.42.150.24704	1	1	3	42	150	24704	0.001414	NZ_CP016921.1	reference
NZ_CP036337.1	IncFIBK	50.0	225575	1.1.3.42.150.1863	1	1	3	42	150	1863	0.0	NZ_CP036337.1	reference
NZ_CP036338.1	IncX1	80.4	9339	1.1.3.8979.14426.24705	1	1	3	8979	14426	24705	0.023786	RefSeq_NC_010257.1	reference
NZ_CP036354.1	repEF_res	64.6	5221	1.1.3.8980.14427.24706	1	1	3	8980	14427	24706	0.025828	NZ_CP065933.1	reference
NZ_CP036355.1	repSA_large	100.0	218649	1.1.3.42.118.24707	1	1	3	42	118	24707	0.005937	NZ_CP170268.1	reference
NZ_CP036360.1	repPae_large	100.0	496948	1.1.3.42.14428.24708	1	1	3	42	14428	24708	0.012236	NZ_CP199804.1	reference
NZ_CP036362.1	IncFII	100.0	120195	1.1.3.42.150.24709	1	1	3	42	150	24709	0.001059	RefSeq_NZ_CP027067.1	reference
NZ_CP036363.1	IncN	100.0	54110	1.1.3.42.150.1286	1	1	3	42	150	1286	0.0	RefSeq_NZ_CP036363.1	reference
NZ_CP036364.1	IncFII	78.5	5596	1.1.3.8981.14429.24710	1	1	3	8981	14429	24710	0.033388	NZ_CP035550.1	reference
NZ_CP036366.1	IncFII	100.0	82649	1.1.3.42.150.1679	1	1	3	42	150	1679	0.0	RefSeq_NZ_CP036366.1	reference
NZ_CP036367.1	IncFII	79.8	55373	1.1.3.42.150.24711	1	1	3	42	150	24711	0.004424	RefSeq_NZ_MT810371.1	reference
NZ_CP036368.1	IncN	100.0	59798	1.1.3.42.150.1286	1	1	3	42	150	1286	0.0	RefSeq_NZ_CP036368.1	reference
NZ_CP036369.1	ColRNAI	91.1	12746	1.1.3.42.131.24712	1	1	3	42	131	24712	0.001379	NZ_CP102395.1	reference
NZ_CP036370.1	IncFII	78.5	5596	1.1.3.8982.14430.24713	1	1	3	8982	14430	24713	0.033312	NZ_CP035550.1	reference
NZ_CP036372.1	IncFII	100.0	172770	1.1.3.42.150.2001	1	1	3	42	150	2001	0.0	RefSeq_NZ_CP036372.1	reference
NZ_CP036373.1	IncFIB	100.0	108291	1.1.3.42.150.646	1	1	3	42	150	646	0.000374	NZ_CP016924.1	reference
NZ_CP036374.1	ColRNAI	71.7	10060	1.1.3.42.131.24714	1	1	3	42	131	24714	0.003597	NZ_CP102395.1	reference
NZ_CP036375.1	IncFII	60.0	5596	1.1.3.8983.14431.24715	1	1	3	8983	14431	24715	0.036669	RefSeq_NZ_MT010563.1	reference
NZ_CP036405.1	IncFII	100.0	221732	1.1.3.8984.14432.24716	1	1	3	8984	14432	24716	0.033865	RefSeq_NZ_CP083867.1	reference
NZ_CP036407.1	IncFII	100.0	92689	1.1.3.8985.14433.24717	1	1	3	8985	14433	24717	0.024975	RefSeq_NZ_CP059713.1	reference
NZ_CP036410.1	repPae_large	100.0	5317	1.1.3.8986.14434.24718	1	1	3	8986	14434	24718	0.038526	NZ_CP181555.1	reference
NZ_CP036411.1	IncX1	41.3	4904	1.1.3.8987.14435.24719	1	1	3	8987	14435	24719	0.037972	RefSeq_NZ_KX815983.1	reference
NZ_CP036412.1	IncFII	59.3	3050	1.1.3.8988.14436.24720	1	1	3	8988	14436	24720	0.048278	NZ_CP035198.1	reference
NZ_CP036436.1	IncFII	81.4	19305	1.1.3.42.14437.24721	1	1	3	42	14437	24721	0.01313	RefSeq_NZ_QRAH01000112.1	reference
NZ_CP036437.1	IncN	77.9	51570	1.1.3.42.150.24722	1	1	3	42	150	24722	0.00679	RefSeq_NZ_OP242217.1	reference
NZ_CP036439.1	IncFII	100.0	115291	1.1.3.42.150.2368	1	1	3	42	150	2368	0.0	RefSeq_NZ_CP036439.1	reference
NZ_CP036440.1	IncN	77.9	51570	1.1.3.42.150.24723	1	1	3	42	150	24723	0.006796	RefSeq_NZ_OP242217.1	reference
NZ_CP036441.1	IncFII	81.4	19305	1.1.3.42.14438.24724	1	1	3	42	14438	24724	0.013111	RefSeq_NZ_QRAH01000112.1	reference
NZ_CP036443.1	IncFII	100.0	207854	1.1.3.42.150.1863	1	1	3	42	150	1863	0.000552	RefSeq_NZ_CP023953.1	reference
NZ_CP036444.1	IncFII	100.0	53634	1.1.3.42.150.24725	1	1	3	42	150	24725	0.009115	RefSeq_NZ_CP090128.1	reference
NZ_CP036445.1	ColRNAI	100.0	9293	1.1.3.42.142.483	1	1	3	42	142	483	5.2e-05	NZ_CP101894.1	reference
NZ_CP036446.1	IncFII	100.0	96395	1.1.3.42.150.2106	1	1	3	42	150	2106	0.0	RefSeq_NZ_CP036446.1	reference
NZ_CP036447.1	IncN	100.0	87465	1.1.3.42.150.24726	1	1	3	42	150	24726	0.002594	RefSeq_NZ_AP024776.1	reference
NZ_CP036448.1	IncN	58.0	51570	1.1.3.42.150.24727	1	1	3	42	150	24727	0.006406	RefSeq_NZ_OP242217.1	reference
NZ_CP036449.1	IncFII	63.4	19305	1.1.3.42.150.24728	1	1	3	42	150	24728	0.006734	NZ_OP745647.1	reference
NZ_CP036456.1	repPae_large	100.0	89998	1.1.3.8989.14439.24729	1	1	3	8989	14439	24729	0.042577	NZ_CP185403.1	reference
NZ_CP036458.1	repAci_large	100.0	32792	1.1.3.42.14440.24730	1	1	3	42	14440	24730	0.01885	NZ_CP047975.1	reference
NZ_CP036459.1	repAci_large	100.0	33007	1.1.3.42.14441.24731	1	1	3	42	14441	24731	0.017182	NZ_CP053220.1	reference
NZ_CP036460.1	repAci_large	80.3	36493	1.1.3.8990.14442.24732	1	1	3	8990	14442	24732	0.021393	NZ_CP041297.1	reference
NZ_CP036461.1	repAci_large	81.0	39272	1.1.3.8991.14443.24733	1	1	3	8991	14443	24733	0.020234	NZ_CP041297.1	reference
NZ_CP036462.1	repAci_large	100.0	32795	1.1.3.42.14444.24734	1	1	3	42	14444	24734	0.018881	NZ_CP047975.1	reference
NZ_CP036463.1	repAci_large	100.0	33006	1.1.3.42.14445.24735	1	1	3	42	14445	24735	0.017229	NZ_CP053220.1	reference
NZ_CP036464.1	repAci_large	80.3	36498	1.1.3.8992.14446.24736	1	1	3	8992	14446	24736	0.021513	NZ_CP041297.1	reference
NZ_CP036465.1	repAci_large	100.0	39279	1.1.3.8993.14447.24737	1	1	3	8993	14447	24737	0.020131	NZ_CP041297.1	reference
NZ_CP036466.1	repAci_large	100.0	32792	1.1.3.42.14448.24738	1	1	3	42	14448	24738	0.018854	NZ_CP047975.1	reference
NZ_CP036467.1	repAci_large	100.0	33007	1.1.3.42.14449.24739	1	1	3	42	14449	24739	0.017174	NZ_CP053220.1	reference
NZ_CP036468.1	repAci_large	81.0	39276	1.1.3.8994.14450.24740	1	1	3	8994	14450	24740	0.020127	NZ_CP041297.1	reference
NZ_CP036497.1	repAci_large	100.0	45255	1.1.3.8995.14451.24741	1	1	3	8995	14451	24741	0.022501	NZ_CP020596.1	reference
NZ_CP036516.1	repPae_large	76.7	152258	1.1.3.42.14452.24742	1	1	3	42	14452	24742	0.017732	NZ_MH547561.1	reference
NZ_CP036517.1	repPae_large	74.3	38445	1.1.3.42.14453.24743	1	1	3	42	14453	24743	0.01428	NZ_MH547561.1	reference
NZ_CP036540.1	repEF_res	77.5	85671	1.1.3.42.14454.24744	1	1	3	42	14454	24744	0.016155	NZ_CP068127.1	reference
NZ_CP036541.1	IncI2	79.4	5594	1.1.2321.8996.14455.24745	1	1	2321	8996	14455	24745	0.066522	NZ_JBJUSZ010000006.1	reference
NZ_CP036543.1	IncI2	40.3	7221	1.1.3.8997.14456.24746	1	1	3	8997	14456	24746	0.04573	NZ_CP144929.1	reference
NZ_CP036544.1	IncX1	71.5	4137	1.1.6.8998.14457.24747	1	1	6	8998	14457	24747	0.04495	NZ_CP050056.1	reference
NZ_CP036545.1	repEF_conj	59.8	2782	1.1.2322.8999.14458.24748	1	1	2322	8999	14458	24748	0.067994	NZ_CP066437.1	reference
NZ_CP036547.1	repEF_res	100.0	78085	1.1.3.42.14459.24749	1	1	3	42	14459	24749	0.019266	NZ_CP114620.1	reference
NZ_CP036548.1	IncX1	77.5	8331	1.1.6.9000.14460.24750	1	1	6	9000	14460	24750	0.030968	NZ_CP050056.1	reference
NZ_CP036549.1	repEF_res	59.9	5595	1.1.2323.9001.14461.24751	1	1	2323	9001	14461	24751	0.065047	NZ_JBJUSZ010000006.1	reference
NZ_CP036551.1	IncX1	78.2	8306	1.1.6.9002.14462.24752	1	1	6	9002	14462	24752	0.040146	NZ_CP050056.1	reference
NZ_CP036552.1	repEF_res	59.2	5594	1.1.2324.9003.14463.24753	1	1	2324	9003	14463	24753	0.064283	NZ_CP050056.1	reference
NZ_CP036554.1	IncX1	100.0	6129	1.1.2325.9004.14464.24754	1	1	2325	9004	14464	24754	0.051608	RefSeq_NZ_CP024664.1	reference
NZ_CP036556.1	repEF_conj	78.2	36560	1.1.3.42.14465.24755	1	1	3	42	14465	24755	0.01602	NZ_AP025694.1	reference
NZ_CP036558.2	repSA_large	79.9	73526	1.1.3.42.14466.24756	1	1	3	42	14466	24756	0.018522	NZ_CP199541.1	reference
NZ_CP036915.2	repSA_large	79.8	72372	1.1.3.42.14467.24757	1	1	3	42	14467	24757	0.018093	NZ_CP199541.1	reference
NZ_CP037059.2	repSA_large	79.9	73526	1.1.3.42.14468.24758	1	1	3	42	14468	24758	0.018529	NZ_CP199541.1	reference
NZ_CP037216.2	repSA_large	79.9	73477	1.1.3.42.14469.24759	1	1	3	42	14469	24759	0.018548	NZ_CP199541.1	reference
NZ_CP037418.1	IncX1	79.7	29090	1.1.3.9005.14470.24760	1	1	3	9005	14470	24760	0.037768	CP064823.1	reference
NZ_CP037419.1	IncX1	100.0	10592	1.1.3.9006.14471.24761	1	1	3	9006	14471	24761	0.037778	RefSeq_NZ_LXEL01000011.1	reference
NZ_CP037420.1	IncX1	80.3	9746	1.1.3.9007.14472.24762	1	1	3	9007	14472	24762	0.040328	RefSeq_NZ_MN783746.1	reference
NZ_CP037425.1	repAci_large	100.0	55044	1.1.3.42.118.24763	1	1	3	42	118	24763	0.009121	NZ_CP059685.1	reference
NZ_CP037428.1	repSA_large	80.1	43223	1.1.3.42.118.24764	1	1	3	42	118	24764	0.008483	NC_018965.1	reference
NZ_CP037430.1	repAci_large	100.0	71700	1.1.3.42.14473.24765	1	1	3	42	14473	24765	0.018204	NZ_CP047975.1	reference
NZ_CP037431.1	repAci_large	100.0	76369	1.1.3.42.14474.24766	1	1	3	42	14474	24766	0.016089	NZ_CP053216.1	reference
NZ_CP037432.1	repAci_large	100.0	56151	1.1.3.42.14475.24767	1	1	3	42	14475	24767	0.017726	NZ_CP039932.1	reference
NZ_CP037433.1	repAci_large	100.0	54065	1.1.3.42.14476.24768	1	1	3	42	14476	24768	0.015055	NZ_CP020596.1	reference
NZ_CP037434.1	IncFII	80.2	54979	1.1.3.9008.14477.24769	1	1	3	9008	14477	24769	0.0351	RefSeq_NC_019234.1	reference
NZ_CP037435.1	repAci_large	100.0	57548	1.1.3.42.14478.24770	1	1	3	42	14478	24770	0.011445	NZ_CP027182.1	reference
NZ_CP037436.1	repAci_large	100.0	41643	1.1.3.42.14479.24771	1	1	3	42	14479	24771	0.016516	NZ_CP133049.1	reference
NZ_CP037437.1	repAci_large	80.2	21426	1.1.3.9009.14480.24772	1	1	3	9009	14480	24772	0.02033	NZ_CP077371.1	reference
NZ_CP037438.1	repAci_large	80.8	5036	1.1.3.9010.14481.24773	1	1	3	9010	14481	24773	0.024584	NZ_CP077371.1	reference
NZ_CP037439.1	repAci_large	80.5	25646	1.1.3.9011.14482.24774	1	1	3	9011	14482	24774	0.028597	NZ_CP008707.1	reference
NZ_CP037450.1	IncFII	58.1	48403	1.1.3.42.14483.24775	1	1	3	42	14483	24775	0.016971	RefSeq_NZ_MK360096.1	reference
NZ_CP037472.2	repSA_large	79.8	72372	1.1.3.42.14484.24776	1	1	3	42	14484	24776	0.018093	NZ_CP199541.1	reference
NZ_CP037735.1	IncN	79.3	208702	1.1.3.42.150.24777	1	1	3	42	150	24777	0.004023	RefSeq_NC_023277.2	reference
NZ_CP037736.1	IncFII	100.0	105233	1.1.3.42.150.24778	1	1	3	42	150	24778	0.001361	RefSeq_NZ_CP071909.1	reference
NZ_CP037737.1	IncFII	70.2	85575	1.1.3.42.150.24779	1	1	3	42	150	24779	0.001956	RefSeq_NZ_KM877517.1	reference
NZ_CP037738.1	IncX1	100.0	47742	1.1.3.42.150.24780	1	1	3	42	150	24780	0.00553	RefSeq_NZ_CP065113.1	reference
NZ_CP037739.1	IncX1	39.6	43621	1.1.3.42.150.24781	1	1	3	42	150	24781	0.009003	RefSeq_NC_010726.1	reference
NZ_CP037740.1	IncFII	80.4	3223	1.1.3.9012.14485.24782	1	1	3	9012	14485	24782	0.047551	RefSeq_NZ_MF788069.1	reference
NZ_CP037741.1	IncN	79.8	1916	1.1.2326.9013.14486.24783	1	1	2326	9013	14486	24783	0.061896	RefSeq_NZ_CP130343.1	reference
NZ_CP037743.1	IncHI1	98.9	227239	1.1.3.42.150.1863	1	1	3	42	150	1863	1.3e-05	CP069366.1	reference
NZ_CP037744.1	IncFII	100.0	121239	1.1.3.42.150.1863	1	1	3	42	150	1863	0.0	RefSeq_NZ_CP037744.1	reference
NZ_CP037748.1	repEF_res	62.9	42332	1.1.3.9014.14487.24784	1	1	3	9014	14487	24784	0.028265	NZ_CP114621.1	reference
NZ_CP037749.1	repSA_large	80.5	61134	1.1.3.9015.14488.24785	1	1	3	9015	14488	24785	0.040155	NZ_CP180166.1	reference
NZ_CP037750.1	repAci_large	80.9	48128	1.1.3.42.14489.24786	1	1	3	42	14489	24786	0.016986	NZ_CP020582.1	reference
NZ_CP037751.1	repAci_large	100.0	25881	1.1.3.42.14490.24787	1	1	3	42	14490	24787	0.013344	NZ_CP027182.1	reference
NZ_CP037753.1	repAci_large	58.5	32747	1.1.3.42.14491.24788	1	1	3	42	14491	24788	0.015013	NZ_CP059685.1	reference
NZ_CP037754.1	repSA_large	81.3	10187	1.1.3.42.14492.24789	1	1	3	42	14492	24789	0.013353	NZ_CP085314.1	reference
NZ_CP037803.1	repSA_large	82.3	41319	1.1.3.9016.14493.24790	1	1	3	9016	14493	24790	0.021271	NZ_CP170580.1	reference
NZ_CP037804.1	repSA_large	81.0	6655	1.1.3.9017.14494.24791	1	1	3	9017	14494	24791	0.033418	NZ_CP147830.1	reference
NZ_CP037807.1	repSA_large	100.0	136294	1.1.3.42.118.24792	1	1	3	42	118	24792	0.00865	NZ_KY436022.1	reference
NZ_CP037808.1	repSA_large	100.0	38187	1.1.3.42.14495.24793	1	1	3	42	14495	24793	0.017918	NC_010279.1	reference
NZ_CP037809.1	repSA_large	100.0	12520	1.1.3.9018.14496.24794	1	1	3	9018	14496	24794	0.021718	NZ_CP013960.1	reference
NZ_CP037810.1	repSA_large	81.1	6618	1.1.3.9019.14497.24795	1	1	3	9019	14497	24795	0.032235	NZ_CP147830.1	reference
NZ_CP037819.1	repSA_large	82.6	12526	1.1.3.9020.14498.24796	1	1	3	9020	14498	24796	0.021264	NC_010279.1	reference
NZ_CP037823.1	repSA_large	100.0	132448	1.1.3.42.118.24797	1	1	3	42	118	24797	0.008697	NC_013334.1	reference
NZ_CP037824.1	repSA_large	100.0	47546	1.1.3.42.14499.24798	1	1	3	42	14499	24798	0.012745	NZ_CP013960.1	reference
NZ_CP037825.1	repSA_large	100.0	12526	1.1.3.9021.14500.24799	1	1	3	9021	14500	24799	0.021658	NZ_CP013960.1	reference
NZ_CP037826.1	repSA_large	80.5	6795	1.1.3.9022.14501.24800	1	1	3	9022	14501	24800	0.038609	NZ_CP147830.1	reference
NZ_CP037828.1	repSA_large	100.0	46053	1.1.3.42.14502.24801	1	1	3	42	14502	24801	0.012702	NC_010279.1	reference
NZ_CP037829.1	repSA_large	82.5	12488	1.1.3.9023.14503.24802	1	1	3	9023	14503	24802	0.021794	NC_010279.1	reference
NZ_CP037832.1	repSA_large	100.0	47546	1.1.3.42.14504.24803	1	1	3	42	14504	24803	0.012733	NZ_CP013960.1	reference
NZ_CP037833.1	repSA_large	82.7	12523	1.1.3.9024.14505.24804	1	1	3	9024	14505	24804	0.021359	NC_010279.1	reference
NZ_CP037834.1	repSA_large	80.6	6760	1.1.3.9025.14506.24805	1	1	3	9025	14506	24805	0.037147	NZ_CP147830.1	reference
NZ_CP037836.1	repSA_large	100.0	42249	1.1.3.42.14507.24806	1	1	3	42	14507	24806	0.013959	NC_010279.1	reference
NZ_CP037837.1	repSA_large	100.0	12488	1.1.3.9026.14508.24807	1	1	3	9026	14508	24807	0.022207	NZ_CP013960.1	reference
NZ_CP037838.1	repSA_large	100.0	6830	1.1.3.9027.14509.24808	1	1	3	9027	14509	24808	0.04017	GQ900406.1	reference
NZ_CP037841.1	repSA_large	100.0	62461	1.1.3.42.14510.24809	1	1	3	42	14510	24809	0.016825	NC_010279.1	reference
NZ_CP037842.1	repSA_large	100.0	12488	1.1.3.9028.14511.24810	1	1	3	9028	14511	24810	0.022135	NZ_CP013960.1	reference
NZ_CP037843.1	repSA_large	100.0	6935	1.1.3.9029.14512.24811	1	1	3	9029	14512	24811	0.045395	NC_010279.1	reference
NZ_CP037845.1	repSA_large	100.0	9554	1.1.3.9030.14513.24812	1	1	3	9030	14513	24812	0.023046	NZ_CP152315.1	reference
NZ_CP037846.1	repSA_large	100.0	6865	1.1.3.9031.14514.24813	1	1	3	9031	14514	24813	0.041829	GQ900406.1	reference
NZ_CP037847.1	repSA_small	100.0	6830	1.1.3.9032.14515.24814	1	1	3	9032	14515	24814	0.03769	NZ_JBSDWT010000002.1	reference
NZ_CP037862.1	IncN	39.9	15855	1.1.3.9033.14516.24815	1	1	3	9033	14516	24815	0.022354	RefSeq_NZ_CP032450.1	reference
NZ_CP037863.1	IncFII	100.0	143364	1.1.3.42.150.1114	1	1	3	42	150	1114	0.0	RefSeq_NZ_CP037863.1	reference
NZ_CP037868.1	repPae_small	80.6	45188	1.1.3.42.14517.24816	1	1	3	42	14517	24816	0.013796	NZ_CP027173.1	reference
NZ_CP037873.1	IncFII	100.0	93844	1.1.3.42.150.1497	1	1	3	42	150	1497	0.0	RefSeq_NZ_CP037873.1	reference
NZ_CP037875.1	IncN	33.7	247701	1.1.3.42.150.24817	1	1	3	42	150	24817	0.001159	RefSeq_NZ_MT219825.1	reference
NZ_CP037876.1	IncFII	100.0	96545	1.1.3.42.150.926	1	1	3	42	150	926	0.0	RefSeq_NZ_CP037876.1	reference
NZ_CP037878.1	ColRNAI	34.4	6760	1.1.3.42.14518.24818	1	1	3	42	14518	24818	0.010873	NZ_CP032498.1	reference
NZ_CP037880.1	IncX1	100.0	40085	1.1.3.42.150.2697	1	1	3	42	150	2697	0.0	RefSeq_NZ_CP037880.1	reference
NZ_CP037896.1	repPae_large	100.0	77620	1.1.3.9034.14519.24819	1	1	3	9034	14519	24819	0.041186	NZ_CP141073.1	reference
NZ_CP037897.1	repPae_large	58.8	8456	1.319.2327.9035.14520.24820	1	319	2327	9035	14520	24820	0.114159	NZ_CP154350.1	reference
NZ_CP037902.1	repPae_large	100.0	364407	1.1.3.42.146.24821	1	1	3	42	146	24821	0.008836	NZ_OX638611.1	reference
NZ_CP037904.1	IncFII	80.5	108366	1.1.3.42.150.24822	1	1	3	42	150	24822	0.001618	RefSeq_NZ_OP378621.1	reference
NZ_CP037905.1	IncN	45.0	98254	1.1.3.42.150.24823	1	1	3	42	150	24823	0.003762	RefSeq_NZ_CP017632.1	reference
NZ_CP037906.1	IncX4	100.0	33301	1.1.3.42.150.876	1	1	3	42	150	876	4e-06	NZ_OK642378.1	reference
NZ_CP037907.1	IncX1	100.0	28942	1.1.3.42.14521.24824	1	1	3	42	14521	24824	0.015916	RefSeq_NZ_AP019678.1	reference
NZ_CP037908.1	IncI2	80.0	28519	1.1.3.42.150.24825	1	1	3	42	150	24825	0.009711	NZ_LN623683.1	reference
NZ_CP037909.1	IncN	80.3	12783	1.1.3.9036.14522.24826	1	1	3	9036	14522	24826	0.023404	RefSeq_NZ_CP070535.1	reference
NZ_CP037911.1	IncX1	62.4	239511	1.1.3.42.150.24827	1	1	3	42	150	24827	0.001658	RefSeq_NZ_ON390802.1	reference
NZ_CP037912.1	IncFII	100.0	149304	1.1.3.42.150.2018	1	1	3	42	150	2018	0.0	RefSeq_NZ_CP037912.1	reference
NZ_CP037914.1	repPae_large	63.9	213080	1.1.3.42.14523.24828	1	1	3	42	14523	24828	0.010882	NZ_CP064400.1	reference
NZ_CP037915.1	repPae_large	52.6	150273	1.1.3.42.14524.24829	1	1	3	42	14524	24829	0.013664	NZ_CP064400.1	reference
NZ_CP037916.1	repPae_large	62.2	31551	1.1.3.9037.14525.24830	1	1	3	9037	14525	24830	0.022138	NZ_CP064400.1	reference
NZ_CP037921.1	repPae_small	80.9	190065	1.1.3.9038.14526.24831	1	1	3	9038	14526	24831	0.029622	NZ_CP115268.1	reference
NZ_CP037924.1	IncFII	55.5	232195	1.1.3.42.150.24832	1	1	3	42	150	24832	0.003592	NZ_CP075717.1	reference
NZ_CP037929.1	IncFII	100.0	271781	1.1.3.42.150.1863	1	1	3	42	150	1863	0.0	RefSeq_NZ_CP037929.1	reference
NZ_CP037930.1	IncFII	100.0	102851	1.1.3.42.150.24833	1	1	3	42	150	24833	0.001373	RefSeq_NZ_CP110959.1	reference
NZ_CP037935.1	IncC	40.4	36788	1.1.3.42.14527.24834	1	1	3	42	14527	24834	0.0112	NZ_CP070557.1	reference
NZ_CP037936.1	repSA_large	81.3	25506	1.1.3.42.14528.24835	1	1	3	42	14528	24835	0.011936	NC_018965.1	reference
NZ_CP037937.1	repAci_large	100.0	20691	1.1.3.42.14529.24836	1	1	3	42	14529	24836	0.013765	NZ_CP061606.1	reference
NZ_CP037938.1	repAci_large	40.5	29596	1.1.3.42.14530.24837	1	1	3	42	14530	24837	0.015604	NZ_CP140423.1	reference
NZ_CP037942.1	IncFII	81.8	157534	1.1.3.42.150.24838	1	1	3	42	150	24838	0.003676	NZ_CP144931.1	reference
NZ_CP037944.1	IncFII	100.0	88848	1.1.3.42.150.24839	1	1	3	42	150	24839	0.003706	RefSeq_NZ_CP024255.1	reference
NZ_CP037946.1	IncFII	100.0	96016	1.1.3.42.150.24840	1	1	3	42	150	24840	0.003999	RefSeq_NZ_CP017848.1	reference
NZ_CP037947.1	IncFII	100.0	73152	1.1.3.42.150.24841	1	1	3	42	150	24841	0.001449	NZ_CP075718.1	reference
NZ_CP037949.1	IncFII	100.0	149889	1.1.3.42.150.24842	1	1	3	42	150	24842	0.003108	RefSeq_NZ_CP034768.1	reference
NZ_CP037956.1	repEF_res	88.6	125915	1.1.3.42.118.24843	1	1	3	42	118	24843	0.00199	NZ_AP019395.1	reference
NZ_CP037957.1	repEF_conj	61.8	33132	1.1.3.42.118.24844	1	1	3	42	118	24844	0.005324	NZ_CP078163.1	reference
NZ_CP037958.1	ColRNAI	39.1	3373	1.1.3.9039.14531.24845	1	1	3	9039	14531	24845	0.043763	NZ_CP152076.1	reference
NZ_CP037959.1	IncN	79.4	278374	1.1.3.42.150.1396	1	1	3	42	150	1396	0.000354	RefSeq_NZ_CP068042.1	reference
NZ_CP037962.1	repAci_large	100.0	36070	1.1.3.9040.14532.24846	1	1	3	9040	14532	24846	0.020184	NZ_CP123919.1	reference
NZ_CP037964.1	IncFII	100.0	131811	1.1.3.42.150.2141	1	1	3	42	150	2141	0.0	RefSeq_NZ_CP037964.1	reference
NZ_CP037965.1	IncX3	100.0	54035	1.1.3.42.150.24847	1	1	3	42	150	24847	0.00277	CP080719.1	reference
NZ_CP037966.1	IncFII	100.0	179816	1.1.3.42.150.1863	1	1	3	42	150	1863	0.0	RefSeq_NZ_CP037966.1	reference
NZ_CP037967.1	IncHI2	60.1	5733	1.1.3.9041.14533.24848	1	1	3	9041	14533	24848	0.028468	NZ_CP092492.1	reference
NZ_CP037994.1	IncI1	89.0	84511	1.1.3.42.150.2451	1	1	3	42	150	2451	0.000493	NZ_MN125610.1	reference
NZ_CP037995.1	IncX1	100.0	48223	1.1.3.42.150.847	1	1	3	42	150	847	0.0	RefSeq_NZ_CP037995.1	reference
NZ_CP038010.1	repAci_large	100.0	306131	1.1.3.42.118.24849	1	1	3	42	118	24849	0.005178	NZ_CP020596.1	reference
NZ_CP038011.1	repAci_large	100.0	13835	1.1.3.42.14534.24850	1	1	3	42	14534	24850	0.01081	NZ_CP031986.1	reference
NZ_CP038016.1	repEF_res	59.2	75413	1.1.3.42.118.24851	1	1	3	42	118	24851	0.006205	NZ_OM574793.1	reference
NZ_CP038019.1	IncX1	80.0	39819	1.1.3.9042.14535.24852	1	1	3	9042	14535	24852	0.035904	RefSeq_NZ_ON390807.1	reference
NZ_CP038023.1	repAci_large	100.0	88584	1.1.3.42.118.24853	1	1	3	42	118	24853	0.004761	NZ_CP072271.1	reference
NZ_CP038024.1	repAci_large	100.0	69207	1.1.3.42.100.24854	1	1	3	42	100	24854	0.003474	NZ_CP041290.1	reference
NZ_CP038025.1	repAci_large	100.0	80103	1.1.3.42.118.24855	1	1	3	42	118	24855	0.006228	NZ_CP038501.1	reference
NZ_CP038031.2	repPae_large	100.0	179109	1.1.3.9043.14536.24856	1	1	3	9043	14536	24856	0.044552	NZ_CP171908.1	reference
NZ_CP038032.2	repPae_large	100.0	33016	1.1.2328.9044.14537.24857	1	1	2328	9044	14537	24857	0.058923	NZ_CP185403.1	reference
NZ_CP038103.1	repPae_large	81.0	180043	1.1.3.42.14538.24858	1	1	3	42	14538	24858	0.011824	NZ_CP052760.1	reference
NZ_CP038104.1	IncFII	37.9	74314	1.1.3.42.14539.24859	1	1	3	42	14539	24859	0.01272	NZ_OQ362291.1	reference
NZ_CP038105.1	repPae_small	100.0	13912	1.1.3.9045.14540.24860	1	1	3	9045	14540	24860	0.020931	NZ_CP096939.1	reference
NZ_CP038139.1	IncN	100.0	265575	1.1.3.42.150.1396	1	1	3	42	150	1396	0.0	RefSeq_NZ_CP038139.1	reference
NZ_CP038140.1	IncX1	100.0	138950	1.1.3.42.150.1459	1	1	3	42	150	1459	0.0	RefSeq_NZ_CP038140.1	reference
NZ_CP038142.1	IncHI2	60.0	30193	1.1.3.42.14541.24861	1	1	3	42	14541	24861	0.017444	NZ_MT499884.1	reference
NZ_CP038144.1	IncN	39.7	6593	1.1.2329.9046.14542.24862	1	1	2329	9046	14542	24862	0.055466	NZ_CP059480.1	reference
NZ_CP038146.1	repPae_large	100.0	288181	1.1.3.9047.14543.24863	1	1	3	9047	14543	24863	0.031489	NZ_CP171908.1	reference
