source_file	inc_group	organism_category	is_family	is1_pos	is2_pos	region_size	same_orientation	cargo_genes	n_cargo
RefSeq_NZ_CP076650.1	IncX1	Gram-negative	IS26	7438-8261	20300-21119	12039	True	blaTEM-1,rmtB1,sul1,aadA2,dfrA12	5
RefSeq_NZ_CP076650.1	IncX1	Gram-negative	IS26	35700-36519	41726-42545	5207	True	oqxB,oqxA2	2
RefSeq_NZ_CP076699.1	IncFII	Gram-negative	IS26	7906-8725	16158-16977	7433	True	tet(A)	1
RefSeq_NZ_CP077413.1	IncN	Gram-negative	IS26	18463-19282	29821-30642	10539	True	aph(6)-Id,aph(3'')-Ib,dfrA19,sul1,qnrB2	5
RefSeq_NZ_CP077776.1	IncFII	Gram-negative	IS26	43444-44259	46983-47801	2724	True	dfrA14	1
RefSeq_NZ_CP077776.1	IncFII	Gram-negative	IS26	46983-47801	49201-50022	1400	True	catA2	1
RefSeq_NZ_CP077777.1	IncFII	Gram-negative	IS26	4393-5212	9758-10581	4546	True	blaCTX-M-65	1
RefSeq_NZ_CP078123.1	IncFII	Gram-negative	IS26	96162-96981	98257-99076	1276	True	fosA3	1
RefSeq_NZ_CP078126.1	IncN	Gram-negative	IS26	14537-15360	16760-17581	1400	True	catA2	1
RefSeq_NZ_CP079121.1	IncFII	Gram-negative	IS1	92421-93188	132869-133636	39681	True	catA1	1
RefSeq_NZ_CP079132.1	IncFII	Gram-negative	IS1	92421-93188	132869-133636	39681	True	catA1	1
RefSeq_NZ_CP079140.1	IncFII	Gram-negative	IS1	69765-70477	84919-85686	14442	True	catA1	1
RefSeq_NZ_CP079147.1	IncFII	Gram-negative	IS1	69765-70477	84919-85686	14442	True	catA1	1
RefSeq_NZ_CP079152.1	IncFII	Gram-negative	IS1	69765-70477	84919-85686	14442	True	catA1	1
RefSeq_NZ_CP079157.1	IncFII	Gram-negative	IS1	69765-70477	84919-85686	14442	True	catA1	1
RefSeq_NZ_CP079165.1	IncFII	Gram-negative	IS1	69765-70477	84919-85686	14442	True	catA1	1
RefSeq_NZ_CP079173.1	IncFII	Gram-negative	IS26	125635-126454	154553-155372	28099	True	qnrB1	1
RefSeq_NZ_CP079173.1	IncFII	Gram-negative	IS26	154553-155372	157972-158792	2600	True	aac(3)-IIe	1
RefSeq_NZ_CP079180.1	IncFII	Gram-negative	IS26	39064-39884	45234-46053	5350	True	catA1	1
RefSeq_NZ_CP079180.1	IncFII	Gram-negative	IS26	67401-68220	77848-78667	9628	True	qnrS1,blaTEM-1	2
RefSeq_NZ_CP079187.1	IncFII	Gram-negative	IS26	39064-39884	45234-46053	5350	True	catA1	1
RefSeq_NZ_CP079187.1	IncFII	Gram-negative	IS26	67401-68220	77848-78667	9628	True	qnrS1,blaTEM-1	2
RefSeq_NZ_CP079600.1	IncFII	Gram-negative	IS1	69765-70477	84919-85686	14442	True	catA1	1
RefSeq_NZ_CP079607.1	IncFII	Gram-negative	IS26	39064-39884	45234-46053	5350	True	catA1	1
RefSeq_NZ_CP079625.1	IncFII	Gram-negative	IS1	69765-70477	84919-85686	14442	True	catA1	1
RefSeq_NZ_CP079630.1	IncFII	Gram-negative	IS1	69765-70477	84919-85686	14442	True	catA1	1
RefSeq_NZ_CP079637.1	IncFII	Gram-negative	IS26	39064-39884	45234-46053	5350	True	catA1	1
RefSeq_NZ_CP079643.1	IncFII	Gram-negative	IS26	39064-39884	45234-46053	5350	True	catA1	1
RefSeq_NZ_CP079670.1	IncFII	Gram-negative	IS1	69765-70477	84919-85686	14442	True	catA1	1
RefSeq_NZ_CP079674.1	IncFII	Gram-negative	IS1	69765-70477	84919-85686	14442	True	catA1	1
RefSeq_NZ_CP079684.1	IncFII	Gram-negative	IS26	39064-39884	45233-46052	5349	True	catA1	1
RefSeq_NZ_CP079694.1	IncFII	Gram-negative	IS26	17260-18080	20680-21499	2600	True	aac(3)-IIe	1
RefSeq_NZ_CP079727.1	IncFII	Gram-negative	IS26	8491-9310	16038-16830	6728	True	dfrA14	1
RefSeq_NZ_CP079727.1	IncFII	Gram-negative	IS26	16038-16830	33171-33991	16341	True	blaCTX-M-15,blaTEM-1,aph(6)-Id,aph(3'')-Ib,sul2	5
RefSeq_NZ_CP079727.1	IncFII	Gram-negative	ISEcp1	20976-22631	28501-30156	5870	True	blaTEM-1,aph(6)-Id,aph(3'')-Ib,sul2	4
RefSeq_NZ_CP079765.1	IncN	Gram-negative	IS26	8381-9202	19715-20534	10513	True	aac(3)-IVa,aph(4)-Ia,aph(3')-Ia,aph(6)-Id,aph(3'')-Ib	5
RefSeq_NZ_CP079765.1	IncN	Gram-negative	IS26	19715-20534	23315-24134	2781	True	lnu(F),aadA22	2
RefSeq_NZ_CP079765.1	IncN	Gram-negative	IS26	24571-25390	48564-49210	23174	True	blaTEM-1,sul2,aph(3'')-Ib,aph(6)-Id,tet(A)	5
RefSeq_NZ_CP079765.1	IncN	Gram-negative	IS26	246554-247375	252582-253401	5207	True	oqxB,oqxA	2
RefSeq_NZ_CP079765.1	IncN	Gram-negative	IS1	18209-18976	47796-48563	28820	True	lnu(F),aadA22,blaTEM-1,sul2,aph(3'')-Ib,aph(6)-Id,tet(A)	7
RefSeq_NZ_CP079769.1	IncN	Gram-negative	IS26	141443-142264	147471-148290	5207	True	oqxB,oqxA	2
RefSeq_NZ_CP079769.1	IncN	Gram-negative	IS26	168858-169679	180192-181011	10513	True	aac(3)-IVa,aph(4)-Ia,aph(3')-Ia,aph(6)-Id,aph(3'')-Ib	5
RefSeq_NZ_CP079769.1	IncN	Gram-negative	IS26	180192-181011	183792-184611	2781	True	lnu(F),aadA22	2
RefSeq_NZ_CP079769.1	IncN	Gram-negative	IS26	185048-185867	209041-209687	23174	True	blaTEM-1,sul2,aph(3'')-Ib,aph(6)-Id,tet(A)	5
RefSeq_NZ_CP079769.1	IncN	Gram-negative	IS1	178686-179453	208273-209040	28820	True	lnu(F),aadA22,blaTEM-1,sul2,aph(3'')-Ib,aph(6)-Id,tet(A)	7
RefSeq_NZ_CP079809.1	IncFII	Gram-negative	IS26	17260-18080	20680-21499	2600	True	aac(3)-IIe	1
RefSeq_NZ_CP079853.1	IncFII	Gram-negative	IS26	86915-87740	102658-103477	14918	True	tet(A),blaLAP-2,qnrS1	3
RefSeq_NZ_CP079886.1	IncX1	Gram-negative	IS26	3527-4346	29398-30219	25052	True	floR	1
RefSeq_NZ_CP079886.1	IncX1	Gram-negative	IS1	11059-11826	60588-61351	48762	False	floR	1
RefSeq_NZ_CP080058.1	IncX1	Gram-negative	IS26	47794-48613	69608-70427	20995	True	aph(6)-Id,aph(3'')-Ib	2
RefSeq_NZ_CP080058.1	IncX1	Gram-negative	IS1	60561-61328	92991-93759	31663	False	aph(6)-Id,aph(3'')-Ib	2
RefSeq_NZ_CP080077.1	IncX1	Gram-negative	IS26	1315-2134	4567-5386	2433	True	aadA2	1
RefSeq_NZ_CP080081.1	IncX1	Gram-negative	IS1	52825-53592	90150-90917	36558	False	tet(X4),floR,tet(A),sul3,aadA1,cmlA1,aadA2,dfrA12	8
RefSeq_NZ_CP080081.1	IncX1	Gram-negative	IS1	100563-101330	128001-128768	26671	False	bleO,qnrS1,qnrS1,blaTEM-1,aadA22	5
RefSeq_NZ_CP080081.1	IncX1	Gram-negative	IS1	189102-189869	236035-236802	46166	False	lnu(G)	1
RefSeq_NZ_CP080081.1	IncX1	Gram-negative	IS26	67842-68664	75280-76099	6616	True	tet(A)	1
RefSeq_NZ_CP080081.1	IncX1	Gram-negative	IS26	92275-93094	102174-102994	9080	True	bleO	1
RefSeq_NZ_CP080081.1	IncX1	Gram-negative	IS26	111417-112198	118528-119351	6330	True	qnrS1	1
RefSeq_NZ_CP080081.1	IncX1	Gram-negative	IS26	121295-122115	124740-125559	2625	True	blaTEM-1	1
RefSeq_NZ_CP080157.1	IncFII	Gram-negative	IS26	60890-61670	66941-67760	5271	True	qnrS1	1
RefSeq_NZ_CP080157.1	IncFII	Gram-negative	IS26	66941-67760	69579-70398	1819	True	dfrA14	1
RefSeq_NZ_CP080165.1	IncFII	Gram-negative	IS26	60890-61669	66940-67759	5271	True	qnrS1	1
RefSeq_NZ_CP080165.1	IncFII	Gram-negative	IS26	66940-67759	69578-70397	1819	True	dfrA14	1
RefSeq_NZ_CP080173.1	IncFII	Gram-negative	IS26	8980-9801	16101-16882	6300	True	qnrS1	1
RefSeq_NZ_CP080259.1	IncN	Gram-negative	IS26	1-803	3156-3975	2353	True	cfr	1
RefSeq_NZ_CP080259.1	IncN	Gram-negative	IS26	3156-3975	5482-6295	1507	True	cfr	1
RefSeq_NZ_CP080300.1	IncFII	Gram-negative	IS26	18529-19350	20750-21573	1400	True	catA2	1
RefSeq_NZ_CP080300.1	IncFII	Gram-negative	IS26	29728-30547	33272-34091	2725	True	dfrA14	1
RefSeq_NZ_CP080306.1	IncFII	Gram-negative	IS26	28018-28839	30239-31062	1400	True	catA2	1
RefSeq_NZ_CP080306.1	IncFII	Gram-negative	IS26	39217-40036	42761-43580	2725	True	dfrA14	1
RefSeq_NZ_CP080312.1	IncFII	Gram-negative	IS26	18529-19350	20750-21573	1400	True	catA2	1
RefSeq_NZ_CP080312.1	IncFII	Gram-negative	IS26	29728-30547	33272-34091	2725	True	dfrA14	1
RefSeq_NZ_CP080359.1	IncFII	Gram-negative	IS26	4193-5012	11495-12314	6483	True	qnrB1	1
RefSeq_NZ_CP080359.1	IncFII	Gram-negative	IS26	16017-16837	30506-31325	13669	True	sul2,aph(3'')-Ib,aph(6)-Id,blaTEM-1,blaCTX-M-15	5
RefSeq_NZ_CP080359.1	IncFII	Gram-negative	IS26	33512-34332	36932-37751	2600	True	aac(3)-IIe	1
RefSeq_NZ_CP080359.1	IncFII	Gram-negative	IS26	36932-37751	44756-45577	7005	True	tet(A)	1
RefSeq_NZ_CP080372.1	IncFII	Gram-negative	IS26	3-823	4948-5767	4125	True	mph(A),mrx(A)	2
RefSeq_NZ_CP080372.1	IncFII	Gram-negative	IS26	17647-18478	22309-23128	3831	True	blaCTX-M-15	1
RefSeq_NZ_CP080446.1	IncFII	Gram-negative	IS26	54843-55662	56703-57522	1041	True	aph(3')-Ia	1
RefSeq_NZ_CP081307.1	IncFII	Gram-negative	IS26	17097-17916	23470-24290	5554	True	aac(3)-IId	1
RefSeq_NZ_CP081307.1	IncFII	Gram-negative	IS26	23470-24290	28417-29236	4127	True	mph(A),mrx(A)	2
RefSeq_NZ_CP081307.1	IncFII	Gram-negative	IS26	41116-41947	45778-46597	3831	True	blaCTX-M-15	1
RefSeq_NZ_CP081814.1	IncX1	Gram-negative	IS26	21117-21936	39844-40663	17908	True	aph(3')-Ia	1
RefSeq_NZ_CP081814.1	IncX1	Gram-negative	IS26	39844-40663	42304-43123	1641	True	dfrA14	1
RefSeq_NZ_CP081821.1	IncFII	Gram-negative	IS26	68496-69315	73242-74062	3927	True	blaKPC-2	1
RefSeq_NZ_CP081821.1	IncFII	Gram-negative	IS26	133254-134073	135349-136168	1276	True	fosA3	1
RefSeq_NZ_CP081821.1	IncFII	Gram-negative	IS26	137153-137972	141997-142816	4025	True	blaCTX-M-65	1
RefSeq_NZ_CP081821.1	IncFII	Gram-negative	IS26	141997-142816	146843-147661	4027	True	blaCTX-M-65	1
RefSeq_NZ_CP081821.1	IncFII	Gram-negative	IS26	163558-164381	165770-166592	1389	True	catA2	1
RefSeq_NZ_CP081822.1	IncFII	Gram-negative	IS26	32862-33682	35909-36728	2227	True	dfrA14	1
RefSeq_NZ_CP082003.1	IncN	Gram-negative	IS26	54905-55727	57116-57939	1389	True	catA2	1
RefSeq_NZ_CP082003.1	IncN	Gram-negative	IS26	73834-74653	78678-79497	4025	True	blaCTX-M-65	1
RefSeq_NZ_CP082003.1	IncN	Gram-negative	IS26	78678-79497	80773-81592	1276	True	fosA3	1
RefSeq_NZ_CP082007.1	IncFII	Gram-negative	IS1	94517-95229	121804-122571	26575	False	aph(3')-Ia	1
RefSeq_NZ_CP082007.1	IncFII	Gram-negative	IS26	106243-106978	108019-108838	1041	True	aph(3')-Ia	1
RefSeq_NZ_CP082012.1	IncN	Gram-negative	IS26	54720-55542	56931-57754	1389	True	catA2	1
RefSeq_NZ_CP082012.1	IncN	Gram-negative	IS26	73649-74468	78493-79312	4025	True	blaCTX-M-65	1
RefSeq_NZ_CP082012.1	IncN	Gram-negative	IS26	78493-79312	80588-81407	1276	True	fosA3	1
RefSeq_NZ_CP082020.1	IncFII	Gram-negative	IS26	4393-5212	9237-10056	4025	True	blaCTX-M-65	1
RefSeq_NZ_CP082020.1	IncFII	Gram-negative	IS26	9237-10056	11332-12151	1276	True	fosA3	1
RefSeq_NZ_CP082020.1	IncFII	Gram-negative	IS26	44593-45417	51947-52766	6530	True	blaSHV-12	1
RefSeq_NZ_CP082020.1	IncFII	Gram-negative	IS26	51947-52766	59296-60115	6530	True	blaSHV-12	1
RefSeq_NZ_CP082025.1	IncFII	Gram-negative	IS26	1332-2152	6177-6996	4025	True	blaCTX-M-65	1
RefSeq_NZ_CP082025.1	IncFII	Gram-negative	IS26	6177-6996	8272-9091	1276	True	fosA3	1
RefSeq_NZ_CP082025.1	IncFII	Gram-negative	IS26	8272-9091	10367-11186	1276	True	fosA3	1
RefSeq_NZ_CP082025.1	IncFII	Gram-negative	IS26	43628-44452	50995-51814	6543	True	blaSHV-11	1
RefSeq_NZ_CP082031.1	IncFII	Gram-negative	IS1	67047-67759	105921-106688	38162	False	aph(3')-Ia,dfrA12,aadA2,sul1,mrx(A),mph(A)	6
RefSeq_NZ_CP082031.1	IncFII	Gram-negative	IS26	78773-79508	80549-81368	1041	True	aph(3')-Ia	1
RefSeq_NZ_CP082034.1	IncFII	Gram-negative	IS26	33083-33906	40433-41252	6527	True	blaSHV-12	1
RefSeq_NZ_CP082039.1	IncN	Gram-negative	IS26	54905-55727	57116-57939	1389	True	catA2	1
RefSeq_NZ_CP082039.1	IncN	Gram-negative	IS26	73834-74653	78678-79497	4025	True	blaCTX-M-65	1
RefSeq_NZ_CP082039.1	IncN	Gram-negative	IS26	78678-79497	80773-81592	1276	True	fosA3	1
RefSeq_NZ_CP082039.1	IncN	Gram-negative	IS26	114872-115691	122221-123040	6530	True	blaSHV-11	1
RefSeq_NZ_CP082042.1	IncN	Gram-negative	IS26	54720-55542	56931-57754	1389	True	catA2	1
RefSeq_NZ_CP082042.1	IncN	Gram-negative	IS26	73649-74468	78493-79312	4025	True	blaCTX-M-65	1
RefSeq_NZ_CP082042.1	IncN	Gram-negative	IS26	78493-79312	80588-81407	1276	True	fosA3	1
RefSeq_NZ_CP082042.1	IncN	Gram-negative	IS26	114688-115507	122037-122856	6530	True	blaSHV-12	1
RefSeq_NZ_CP082043.1	IncFII	Gram-negative	IS26	129954-130774	145026-145818	14252	True	sul2,aph(3'')-Ib,aph(6)-Id,blaTEM-1,blaCTX-M-15	5
RefSeq_NZ_CP082043.1	IncFII	Gram-negative	IS26	145026-145818	152546-153365	6728	True	dfrA14	1
RefSeq_NZ_CP082043.1	IncFII	Gram-negative	IS26	152546-153365	155965-156785	2600	True	aac(3)-IIe	1
RefSeq_NZ_CP082043.1	IncFII	Gram-negative	IS26	158972-159791	173583-174402	13792	True	tet(A),qnrB1	2
RefSeq_NZ_CP082048.1	IncFII	Gram-negative	IS1	635-1402	6693-7356	5291	True	tet(B)	1
RefSeq_NZ_CP082057.1	IncFII	Gram-negative	IS1	45058-45825	85796-86563	39971	True	erm(B),mph(A),mrx(A),dfrA14	4
RefSeq_NZ_CP082057.1	IncFII	Gram-negative	IS1	85796-86563	92152-92919	5589	False	tet(B)	1
RefSeq_NZ_CP082063.1	IncFII	Gram-negative	IS1	17152-17919	60267-61034	42348	False	aac(3)-IId,blaTEM-1	2
RefSeq_NZ_CP082068.1	IncFII	Gram-negative	IS1	49374-50141	53616-54383	3475	False	tet(B)	1
RefSeq_NZ_CP082098.1	IncFII	Gram-negative	IS26	73843-74665	81994-82813	7329	True	tet(A),aph(6)-Id,aph(3'')-Ib,sul2,blaTEM-1	5
RefSeq_NZ_CP082098.1	IncFII	Gram-negative	IS26	81994-82813	91130-91949	8317	True	aac(3)-IId	1
RefSeq_NZ_CP082104.1	IncFII	Gram-negative	IS1	16144-16911	40641-41408	23730	True	sul1,aadA1,dfrA1,aph(6)-Id,aph(3'')-Ib,sul2,blaTEM-1	7
RefSeq_NZ_CP082121.1	IncFII	Gram-negative	IS1	4995-5762	8652-9419	2890	False	tet(B)	1
RefSeq_NZ_CP082121.1	IncFII	Gram-negative	IS26	22030-22850	28457-29276	5607	True	aac(3)-IId	1
RefSeq_NZ_CP082155.1	IncFII	Gram-negative	IS1	135289-136001	165830-166597	29829	True	aph(3')-Ia,mph(A),mrx(A),sul1,aadA2,dfrA12,catA1	7
RefSeq_NZ_CP082155.1	IncFII	Gram-negative	IS26	147015-147750	148791-149611	1041	True	aph(3')-Ia	1
RefSeq_NZ_CP082755.1	IncFII	Gram-negative	IS26	4393-5212	9237-10056	4025	True	blaCTX-M-65	1
RefSeq_NZ_CP082756.1	IncFII	Gram-negative	IS26	9517-10338	11738-12561	1400	True	catA2	1
RefSeq_NZ_CP082756.1	IncFII	Gram-negative	IS26	20716-21535	24260-25079	2725	True	dfrA14	1
RefSeq_NZ_CP082761.1	IncFII	Gram-negative	IS26	4393-5212	9237-10056	4025	True	blaCTX-M-65	1
RefSeq_NZ_CP082762.1	IncFII	Gram-negative	IS26	34536-35355	38080-38899	2725	True	dfrA14	1
RefSeq_NZ_CP082762.1	IncFII	Gram-negative	IS26	47054-47877	49277-50098	1400	True	catA2	1
RefSeq_NZ_CP082767.1	IncFII	Gram-negative	IS26	4393-5212	9237-10056	4025	True	blaCTX-M-65	1
RefSeq_NZ_CP082768.1	IncFII	Gram-negative	IS26	9026-9845	12570-13389	2725	True	dfrA14	1
RefSeq_NZ_CP082768.1	IncFII	Gram-negative	IS26	21544-22367	23767-24588	1400	True	catA2	1
RefSeq_NZ_CP082825.1	IncFII	Gram-negative	IS1	30333-31100	40445-41212	9345	False	dfrA17	1
RefSeq_NZ_CP082825.1	IncFII	Gram-negative	IS1	40445-41212	63333-63996	22121	True	tet(B),sul2,aph(3'')-Ib,aph(6)-Id,mrx(A),mph(A),blaTEM-1	7
RefSeq_NZ_CP082825.1	IncFII	Gram-negative	IS26	37185-38004	45683-46503	7679	True	dfrA17,tet(B)	2
RefSeq_NZ_CP082825.1	IncFII	Gram-negative	IS26	55406-56225	59776-60596	3551	True	mrx(A),mph(A)	2
RefSeq_NZ_CP082899.1	IncFII	Gram-negative	IS26	61297-62120	63520-64341	1400	True	catA2	1
RefSeq_NZ_CP082937.1	IncFII	Gram-negative	IS26	91884-92704	114497-115318	21793	True	tet(A),floR,blaTEM-1,blaCTX-M-3,qnrS1	5
RefSeq_NZ_CP083037.1	IncFII	Gram-negative	IS26	65408-66200	72928-73747	6728	True	dfrA14	1
RefSeq_NZ_CP083037.1	IncFII	Gram-negative	IS26	72928-73747	87120-87939	13373	True	qnrB1,tet(A)	2
RefSeq_NZ_CP083037.1	IncFII	Gram-negative	IS26	90126-90946	93546-94365	2600	True	aac(3)-IIe	1
RefSeq_NZ_CP083037.1	IncFII	Gram-negative	IS26	93546-94365	108034-108854	13669	True	blaCTX-M-15,blaTEM-1,aph(6)-Id,aph(3'')-Ib,sul2	5
RefSeq_NZ_CP083056.1	IncFII	Gram-negative	IS26	22449-23268	39863-40682	16595	True	catB,rmtF1,aac(6')-Ib,arr-2	4
RefSeq_NZ_CP083056.1	IncFII	Gram-negative	IS26	131256-132076	137426-138245	5350	True	catA1	1
RefSeq_NZ_CP083072.1	IncFII	Gram-negative	IS26	62300-63120	76789-77608	13669	True	sul2,aph(3'')-Ib,aph(6)-Id,blaTEM-1,blaCTX-M-15	5
RefSeq_NZ_CP083072.1	IncFII	Gram-negative	IS26	76789-77608	80208-81028	2600	True	aac(3)-IIe	1
RefSeq_NZ_CP083072.1	IncFII	Gram-negative	IS26	80208-81028	88945-89764	7917	True	qnrB1	1
RefSeq_NZ_CP083072.1	IncFII	Gram-negative	IS26	91951-92770	99498-100290	6728	True	dfrA14	1
RefSeq_NZ_CP083498.1	IncFII	Gram-negative	IS26	47518-48337	54994-55815	6657	True	tet(A),aph(6)-Id,aph(3'')-Ib,sul2	4
RefSeq_NZ_CP083498.1	IncFII	Gram-negative	IS26	54994-55815	65781-66600	9966	True	mph(A),mrx(A),sul1,aadA5,dfrA17	5
RefSeq_NZ_CP083513.1	IncFII	Gram-negative	IS26	62980-63803	65848-66667	2045	True	dfrA14	1
RefSeq_NZ_CP083531.1	IncFII	Gram-negative	IS26	82701-83520	85565-86385	2045	True	dfrA14	1
RefSeq_NZ_CP083538.1	IncFII	Gram-negative	IS26	50399-51221	58534-59353	7313	True	tet(A),aph(6)-Id,aph(3'')-Ib,sul2,blaTEM-1	5
RefSeq_NZ_CP083538.1	IncFII	Gram-negative	IS26	58534-59353	67670-68489	8317	True	aac(3)-IId	1
RefSeq_NZ_CP083791.1	IncFII	Gram-negative	ISEcp1	85133-86788	120141-121796	33353	False	blaCTX-M-15,dfrA14,qnrB1,tet(A),aac(6')-Ib-cr5,blaOXA-1,catB3,blaCTX-M-15	8
RefSeq_NZ_CP083791.1	IncFII	Gram-negative	ISEcp1	120141-121796	167394-169049	45598	False	blaTEM-1,aph(6)-Id,aph(3'')-Ib,sul2,sul2,aph(3'')-Ib,aph(6)-Id,blaTEM-1	8
RefSeq_NZ_CP083791.1	IncFII	Gram-negative	IS26	90934-91726	98454-99273	6728	True	dfrA14	1
RefSeq_NZ_CP083791.1	IncFII	Gram-negative	IS26	98454-99273	112754-113573	13481	True	qnrB1,tet(A)	2
RefSeq_NZ_CP083791.1	IncFII	Gram-negative	IS26	158122-158942	172611-173430	13669	True	sul2,aph(3'')-Ib,aph(6)-Id,blaTEM-1,blaCTX-M-15	5
RefSeq_NZ_CP083791.1	IncFII	Gram-negative	IS26	175617-176436	189917-190736	13481	True	tet(A),qnrB1	2
RefSeq_NZ_CP083791.1	IncFII	Gram-negative	IS26	189917-190736	197464-198256	6728	True	dfrA14	1
RefSeq_NZ_CP083867.1	IncFII	Gram-negative	IS26	50942-51762	61433-62256	9671	True	blaNDM-5,ble,sul1,aadA2,dfrA12	5
RefSeq_NZ_CP083878.1	IncFII	Gram-negative	IS1	77800-78567	120153-120920	41586	True	tet(A),aac(6')-Ib-cr5,blaOXA-1,catB3,blaCTX-M-15,mrx(A),mph(A),blaNDM-5,ble,sul1,aadA2,dfrA12	12
RefSeq_NZ_CP083878.1	IncFII	Gram-negative	IS26	107687-108507	118178-119001	9671	True	blaNDM-5,ble,sul1,aadA2,dfrA12	5
RefSeq_NZ_CP083881.1	IncFII	Gram-negative	IS26	19366-20186	29856-30679	9670	True	blaNDM-5,ble,sul1,aadA2,dfrA12	5
RefSeq_NZ_CP084027.1	IncFII	Gram-negative	IS26	162364-163183	169676-170495	6493	True	dfrA14	1
RefSeq_NZ_CP084027.1	IncFII	Gram-negative	IS26	169676-170495	176552-177371	6057	True	qnrB1	1
RefSeq_NZ_CP084045.1	IncFII	Gram-negative	IS26	43055-43875	49225-50044	5350	True	catA1	1
RefSeq_NZ_CP084169.1	IncFII	Gram-negative	IS26	33704-34524	48777-49569	14253	True	sul2,aph(3'')-Ib,aph(6)-Id,blaTEM-1,blaCTX-M-15	5
RefSeq_NZ_CP084169.1	IncFII	Gram-negative	IS26	48777-49569	56297-57116	6728	True	dfrA14	1
RefSeq_NZ_CP084169.1	IncFII	Gram-negative	IS26	56297-57116	70597-71416	13481	True	qnrB1,tet(A)	2
RefSeq_NZ_CP084169.1	IncFII	Gram-negative	IS26	73603-74423	77023-77842	2600	True	aac(3)-IIe	1
RefSeq_NZ_CP084242.1	IncFII	Gram-negative	IS1	135645-136411	183489-184256	47078	False	sul2,aph(3'')-Ib,aph(6)-Id,tet(A),floR,tet(X4),lnu(F),aadA2,blaOXA-181	9
RefSeq_NZ_CP084242.1	IncFII	Gram-negative	IS26	157882-158701	161134-161971	2433	True	aadA2	1
RefSeq_NZ_CP084242.1	IncFII	Gram-negative	IS26	161134-161971	175291-176113	13320	True	blaOXA-181	1
RefSeq_NZ_CP084494.1	IncFII	Gram-negative	IS26	4393-5212	9237-10056	4025	True	blaCTX-M-65	1
RefSeq_NZ_CP084494.1	IncFII	Gram-negative	IS26	11041-11860	13136-13955	1276	True	fosA3	1
RefSeq_NZ_CP084503.1	IncFII	Gram-negative	IS26	100688-101515	103334-104153	1819	True	dfrA14	1
RefSeq_NZ_CP084503.1	IncFII	Gram-negative	IS26	103334-104153	132475-133295	28322	True	sul2,aph(3'')-Ib,aph(6)-Id,blaTEM-1,blaCTX-M-15,qnrS1	6
RefSeq_NZ_CP084708.1	IncFII	Gram-negative	IS26	43551-44374	45774-46595	1400	True	catA2	1
RefSeq_NZ_CP084708.1	IncFII	Gram-negative	IS26	116700-117519	120244-121063	2725	True	dfrA14	1
RefSeq_NZ_CP084747.1	IncFII	Gram-negative	IS26	56760-57581	58981-59804	1400	True	catA2	1
RefSeq_NZ_CP085034.1	IncFII	Gram-negative	IS26	82420-83239	95461-96280	12222	True	sul1,aph(3')-Ia,dfrA14	3
RefSeq_NZ_CP085034.1	IncFII	Gram-negative	IS26	99220-99829	103356-104175	3527	True	tet(D)	1
RefSeq_NZ_CP085064.1	IncFII	Gram-negative	IS26	41361-42180	45660-46480	3480	True	rmtB1,blaTEM-1	2
RefSeq_NZ_CP085186.1	IncFII	Gram-negative	IS26	4393-5212	11436-12256	6224	True	blaCTX-M-65,blaTEM-1,rmtB1	3
RefSeq_NZ_CP085189.1	IncN	Gram-negative	IS26	124214-125033	153326-154146	28293	True	aac(3)-IVa,aph(4)-Ia,sul2,floR,dfrA12,aadA2,cmlA1,aadA1,sul3	9
RefSeq_NZ_CP085189.1	IncN	Gram-negative	IS26	153326-154146	155187-156006	1041	True	aph(3')-Ia	1
RefSeq_NZ_CP085189.1	IncN	Gram-negative	IS26	161353-162172	167379-168199	5207	True	oqxA2,oqxB2	2
RefSeq_NZ_CP085190.1	IncFII	Gram-negative	IS26	13575-14398	24317-25137	9919	True	blaNDM-5,ble,sul1,aadA5,dfrA17	5
RefSeq_NZ_CP085190.1	IncFII	Gram-negative	IS26	26896-27715	33269-34089	5554	True	aac(3)-IId	1
RefSeq_NZ_CP085190.1	IncFII	Gram-negative	IS26	33269-34089	38225-39044	4136	True	mph(A),mrx(A)	2
RefSeq_NZ_CP085731.1	IncFII	Gram-negative	IS26	12812-13591	14632-15451	1041	True	aph(3')-Ia	1
RefSeq_NZ_CP085746.1	IncFII	Gram-negative	IS26	140258-141077	155046-155866	13969	True	sul2,aph(3'')-Ib,aph(6)-Id,blaTEM-1,blaCTX-M-15	5
RefSeq_NZ_CP085763.1	IncFII	Gram-negative	IS26	60303-61123	63723-64542	2600	True	aac(3)-IIe	1
RefSeq_NZ_CP085892.1	IncFII	Gram-negative	IS26	791-1612	3012-3831	1400	True	catA2	1
RefSeq_NZ_CP085892.1	IncFII	Gram-negative	IS26	3012-3831	6556-7375	2725	True	dfrA14	1
RefSeq_NZ_CP086456.1	IncFII	Gram-negative	IS26	129649-130469	144722-145514	14253	True	sul2,aph(3'')-Ib,aph(6)-Id,blaTEM-1,blaCTX-M-15	5
RefSeq_NZ_CP086456.1	IncFII	Gram-negative	IS26	144722-145514	152242-153061	6728	True	dfrA14	1
RefSeq_NZ_CP086456.1	IncFII	Gram-negative	IS26	152242-153061	166542-167361	13481	True	qnrB1,tet(A)	2
RefSeq_NZ_CP086456.1	IncFII	Gram-negative	IS26	169548-170368	172968-173787	2600	True	aac(3)-IIe	1
